1.597717165946960449e+00,-2.072368383407592773e+00,-1.666864633560180664e+00,-6.672397851943969727e-01,-1.523960232734680176e+00,-3.071946203708648682e-01,2.215819120407104492e+00,-1.085529327392578125e+00,8.293053507804870605e-01,-1.411428451538085938e+00
1.388519287109375000e+00,-1.506871819496154785e+00,-1.246835589408874512e+00,-1.031932711601257324e+00,-2.190057516098022461e+00,1.856009513139724731e-01,2.738593101501464844e+00,-3.971129655838012695e-01,4.717460274696350098e-01,-1.185497760772705078e+00
1.611086845397949219e+00,-1.983023881912231445e+00,-1.655727148056030273e+00,-6.147263646125793457e-01,-1.436313629150390625e+00,-2.932561933994293213e-01,2.103149175643920898e+00,-1.082104921340942383e+00,8.229089975357055664e-01,-1.435870051383972168e+00
1.273102164268493652e+00,-1.446616888046264648e+00,-1.197354435920715332e+00,-8.650847077369689941e-01,-1.925010204315185547e+00,1.186657696962356567e-01,2.439734697341918945e+00,-4.631425738334655762e-01,4.335386753082275391e-01,-1.094805002212524414e+00
1.427587985992431641e+00,-1.755640864372253418e+00,-1.394122242927551270e+00,-7.473344206809997559e-01,-1.495485901832580566e+00,-2.229234576225280762e-01,2.181556701660156250e+00,-7.644391059875488281e-01,5.992925763130187988e-01,-1.182405710220336914e+00
-1.859613299369812012e+00,1.765829324722290039e+00,1.783332943916320801e+00,5.443823337554931641e-01,2.124417543411254883e+00,-2.016921997070312500e+00,-7.870911955833435059e-01,1.755121469497680664e+00,-1.983928442001342773e+00,2.092775821685791016e+00
-2.156611919403076172e+00,2.215123414993286133e+00,2.098637104034423828e+00,6.141660809516906738e-01,2.786676406860351562e+00,-2.189291954040527344e+00,-1.169225931167602539e+00,2.051094770431518555e+00,-2.325387239456176758e+00,2.206663608551025391e+00
-2.116367340087890625e+00,2.282085895538330078e+00,2.390300035476684570e+00,7.405337691307067871e-01,2.425182342529296875e+00,-2.090996265411376953e+00,-1.122755289077758789e+00,2.083722352981567383e+00,-2.362837076187133789e+00,2.406163454055786133e+00
-2.194391012191772461e+00,2.215256214141845703e+00,2.077827215194702148e+00,6.139953136444091797e-01,2.808272361755371094e+00,-2.190608263015747070e+00,-1.168199419975280762e+00,2.055613994598388672e+00,-2.330764770507812500e+00,2.234776735305786133e+00
-2.495671272277832031e+00,2.755625724792480469e+00,2.758610486984252930e+00,8.644627332687377930e-01,2.980160951614379883e+00,-2.426670551300048828e+00,-1.414390921592712402e+00,2.431659460067749023e+00,-2.715788841247558594e+00,2.727965593338012695e+00
