NMI,ARI,ACC,HOM,COM,PUR
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.94424504,0.9159739,0.9305556,1.0,0.894379,0.9305556
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.83052313,0.7078994,0.7847222,0.72777236,0.9670574,0.9930556
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.82995015,0.70924705,0.7847222,0.72458553,0.9711718,0.9930556
0.94943076,0.9416182,0.8958333,1.0,0.90372986,0.8958333
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.7664286,0.6678053,0.7638889,0.6690826,0.89692354,0.9722222
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0
0.61181116,0.4914944,0.6041667,0.46232176,0.90417,0.9861111
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.82995015,0.70924705,0.7847222,0.72458553,0.9711718,0.9930556
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.83053243,0.71066093,0.7847222,0.7273724,0.96778977,0.9930556
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.8111655,0.69497377,0.7777778,0.70668006,0.951909,0.9861111
1.0,1.0,1.0,1.0,1.0,1.0
0.82995015,0.70924705,0.7847222,0.72458553,0.9711718,0.9930556
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0
0.83053243,0.71066093,0.7847222,0.7273724,0.96778977,0.9930556
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
0.856807,0.7240914,0.7916667,0.7494859,1.0,1.0
