3.133743107318878174e-01,-8.428044319152832031e-01,-2.319260835647583008e+00,9.652666449546813965e-01,8.647366166114807129e-01,-2.494855821132659912e-01,-1.643069744110107422e+00
4.677682518959045410e-01,-1.036724567413330078e+00,-2.589794397354125977e+00,1.161225080490112305e+00,1.055448889732360840e+00,-4.505389630794525146e-01,-1.864441394805908203e+00
5.126373767852783203e-01,-1.079597473144531250e+00,-2.644668579101562500e+00,1.220952749252319336e+00,1.103150725364685059e+00,-4.957228004932403564e-01,-1.924480557441711426e+00
5.226017236709594727e-01,-1.066658854484558105e+00,-2.651987552642822266e+00,1.234286904335021973e+00,1.092949628829956055e+00,-4.683094620704650879e-01,-1.932226300239562988e+00
-2.720746397972106934e-01,-9.301109611988067627e-02,-1.065067052841186523e+00,1.219890341162681580e-01,1.749741137027740479e-01,4.194549024105072021e-01,-5.466898083686828613e-01
4.305672347545623779e-01,-9.759077429771423340e-01,-2.483297824859619141e+00,1.106260180473327637e+00,9.985530972480773926e-01,-3.772881329059600830e-01,-1.792731046676635742e+00
5.035785436630249023e-01,-1.083880186080932617e+00,-2.629209756851196289e+00,1.214313030242919922e+00,1.092606902122497559e+00,-4.846184551715850830e-01,-1.912014365196228027e+00
4.944276213645935059e-01,-1.040844798088073730e+00,-2.603543519973754883e+00,1.195913553237915039e+00,1.072751760482788086e+00,-4.560861289501190186e-01,-1.891449451446533203e+00
3.883496522903442383e-01,-9.242011904716491699e-01,-2.402027845382690430e+00,1.048111081123352051e+00,9.424641728401184082e-01,-3.438616693019866943e-01,-1.716344118118286133e+00
5.238391160964965820e-01,-1.083727717399597168e+00,-2.658935070037841797e+00,1.228797674179077148e+00,1.108597636222839355e+00,-4.948905706405639648e-01,-1.947696805000305176e+00
4.654360711574554443e-01,-1.046725153923034668e+00,-2.579505920410156250e+00,1.170789361000061035e+00,1.050050139427185059e+00,-4.392253458499908447e-01,-1.875957250595092773e+00
4.854740798473358154e-01,-1.062071919441223145e+00,-2.625449657440185547e+00,1.204823017120361328e+00,1.079736590385437012e+00,-4.659022688865661621e-01,-1.908922076225280762e+00
5.004903078079223633e-01,-1.078408479690551758e+00,-2.636251926422119141e+00,1.227467536926269531e+00,1.086509823799133301e+00,-4.834425449371337891e-01,-1.915695667266845703e+00
5.095589756965637207e-01,-1.063548445701599121e+00,-2.613028287887573242e+00,1.194502830505371094e+00,1.064617037773132324e+00,-4.856961965560913086e-01,-1.893959760665893555e+00
