-6.660133361816406250e+00,-8.936057090759277344e+00,7.475447177886962891e+00
-6.515155792236328125e+00,-8.959144592285156250e+00,7.594129562377929688e+00
-5.859903812408447266e+00,-7.644730567932128906e+00,6.173089504241943359e+00
-5.438373565673828125e+00,-7.661841392517089844e+00,6.571122169494628906e+00
-5.655683517456054688e+00,-7.662937164306640625e+00,6.385179996490478516e+00
5.301821231842041016e+00,1.982284903526306152e+00,-3.354636669158935547e+00
5.184369564056396484e+00,1.818933725357055664e+00,-3.553551435470581055e+00
6.274354457855224609e+00,2.607868671417236328e+00,-3.864333152770996094e+00
5.962341308593750000e+00,2.310823917388916016e+00,-4.457132816314697266e+00
5.953024864196777344e+00,2.532958507537841797e+00,-3.304739952087402344e+00
5.424260139465332031e+00,2.020802974700927734e+00,-4.304236412048339844e+00
5.989074707031250000e+00,2.564923286437988281e+00,-3.500915050506591797e+00
5.239815711975097656e+00,1.959337949752807617e+00,-4.031487464904785156e+00
5.660984516143798828e+00,2.431606292724609375e+00,-3.186264753341674805e+00
-6.558775901794433594e+00,-8.992207527160644531e+00,7.700744152069091797e+00
-5.933153152465820312e+00,-7.666738986968994141e+00,6.132225513458251953e+00
-5.250443935394287109e+00,-7.641532897949218750e+00,6.710057258605957031e+00
-5.981837749481201172e+00,-7.739076614379882812e+00,6.223377704620361328e+00
-4.911353588104248047e+00,-6.850958824157714844e+00,5.720464229583740234e+00
5.175678253173828125e+00,1.883986473083496094e+00,-3.519394874572753906e+00
5.379868030548095703e+00,2.099461555480957031e+00,-3.111392974853515625e+00
5.511185169219970703e+00,2.048249721527099609e+00,-4.290710449218750000e+00
6.076820850372314453e+00,2.650187015533447266e+00,-3.153773307800292969e+00
5.375310420989990234e+00,1.923441290855407715e+00,-4.524813652038574219e+00
5.994649887084960938e+00,2.619831085205078125e+00,-3.229187965393066406e+00
5.075632095336914062e+00,1.837778687477111816e+00,-4.074884414672851562e+00
5.753789901733398438e+00,2.562187194824218750e+00,-2.964707851409912109e+00
5.195038795471191406e+00,1.868708133697509766e+00,-4.131553173065185547e+00
-5.964721202850341797e+00,-7.588616847991943359e+00,6.123872280120849609e+00
-5.142756462097167969e+00,-7.664061069488525391e+00,6.755776405334472656e+00
-6.261839866638183594e+00,-7.721944808959960938e+00,5.986215591430664062e+00
-5.367936611175537109e+00,-7.778556346893310547e+00,6.737299919128417969e+00
-5.001671314239501953e+00,-6.923950195312500000e+00,5.566329002380371094e+00
5.681182861328125000e+00,2.188706398010253906e+00,-3.438896656036376953e+00
5.342932701110839844e+00,1.920342683792114258e+00,-4.108558654785156250e+00
6.063460350036621094e+00,2.616098403930664062e+00,-3.037446975708007812e+00
5.318714141845703125e+00,1.865033864974975586e+00,-4.602311134338378906e+00
5.776599407196044922e+00,2.490166187286376953e+00,-2.924089908599853516e+00
4.976282119750976562e+00,1.771638393402099609e+00,-4.255383968353271484e+00
5.630968093872070312e+00,2.521004438400268555e+00,-2.806626319885253906e+00
5.251543045043945312e+00,1.851704359054565430e+00,-4.373627662658691406e+00
5.842517375946044922e+00,2.609648942947387695e+00,-3.194125890731811523e+00
-5.316486358642578125e+00,-7.613162994384765625e+00,6.543775558471679688e+00
-6.252865791320800781e+00,-7.677576541900634766e+00,5.986608505249023438e+00
-5.201645374298095703e+00,-7.738495826721191406e+00,6.787911415100097656e+00
-6.016551017761230469e+00,-7.832419395446777344e+00,6.298970222473144531e+00
-4.846405982971191406e+00,-6.897161483764648438e+00,5.692899703979492188e+00
5.467124938964843750e+00,1.982841730117797852e+00,-3.896043777465820312e+00
5.896067619323730469e+00,2.424784183502197266e+00,-3.114028453826904297e+00
5.359775543212890625e+00,1.880920171737670898e+00,-4.601655960083007812e+00
6.113757133483886719e+00,2.656743288040161133e+00,-2.983629226684570312e+00
5.159453392028808594e+00,1.834311246871948242e+00,-4.357355594635009766e+00
5.724389553070068359e+00,2.547322750091552734e+00,-2.828675985336303711e+00
5.188653469085693359e+00,1.897147893905639648e+00,-4.281797885894775391e+00
5.823976039886474609e+00,2.641522645950317383e+00,-2.973378658294677734e+00
5.268700599670410156e+00,1.895200610160827637e+00,-4.245709896087646484e+00
-5.586927413940429688e+00,-7.209155559539794922e+00,5.859222412109375000e+00
-5.140598773956298828e+00,-7.396639823913574219e+00,6.329271316528320312e+00
-5.880644798278808594e+00,-7.447483062744140625e+00,5.899170398712158203e+00
-5.357401847839355469e+00,-7.489969253540039062e+00,6.327256202697753906e+00
-5.158232688903808594e+00,-7.088931083679199219e+00,5.765284061431884766e+00
5.687939643859863281e+00,2.198070049285888672e+00,-3.396306753158569336e+00
5.358316898345947266e+00,1.881627559661865234e+00,-4.285064220428466797e+00
6.197909355163574219e+00,2.638378143310546875e+00,-3.112858772277832031e+00
5.517012596130371094e+00,1.987121701240539551e+00,-4.598392486572265625e+00
5.642565727233886719e+00,2.444474697113037109e+00,-2.825867176055908203e+00
5.010883331298828125e+00,1.779959917068481445e+00,-4.139828205108642578e+00
6.038505077362060547e+00,2.661606311798095703e+00,-3.314013957977294922e+00
5.564693450927734375e+00,2.083771944046020508e+00,-4.407780647277832031e+00
5.723548412322998047e+00,2.508983373641967773e+00,-3.245064973831176758e+00
-6.814486026763916016e+00,-9.225676536560058594e+00,7.704079151153564453e+00
-5.628768920898437500e+00,-7.334471702575683594e+00,5.951401710510253906e+00
-5.282909870147705078e+00,-7.325350761413574219e+00,6.179099082946777344e+00
-5.121270179748535156e+00,-6.841968536376953125e+00,5.549860954284667969e+00
-4.852054595947265625e+00,-6.657879829406738281e+00,5.492585659027099609e+00
5.487595558166503906e+00,2.035350799560546875e+00,-3.833781719207763672e+00
5.861479759216308594e+00,2.332183599472045898e+00,-3.213926792144775391e+00
5.579112052917480469e+00,2.063812971115112305e+00,-4.500538825988769531e+00
6.158332824707031250e+00,2.623120069503784180e+00,-3.255576133728027344e+00
5.113219738006591797e+00,1.874555706977844238e+00,-4.069767951965332031e+00
5.611953735351562500e+00,2.431560277938842773e+00,-2.918796062469482422e+00
5.285286903381347656e+00,1.987025260925292969e+00,-4.131063938140869141e+00
5.974114894866943359e+00,2.630266189575195312e+00,-3.241053581237792969e+00
5.529809951782226562e+00,2.107313871383666992e+00,-4.222376346588134766e+00
-5.588436126708984375e+00,-7.339895725250244141e+00,6.080033779144287109e+00
-5.467034339904785156e+00,-7.401700973510742188e+00,6.161046028137207031e+00
-4.984750270843505859e+00,-6.594181060791015625e+00,5.422720909118652344e+00
-4.811201095581054688e+00,-6.659963607788085938e+00,5.514880180358886719e+00
-4.972359657287597656e+00,-6.657467842102050781e+00,5.454847812652587891e+00
5.764741897583007812e+00,2.225699186325073242e+00,-3.593622684478759766e+00
5.508304595947265625e+00,2.048051357269287109e+00,-4.071436405181884766e+00
6.178434371948242188e+00,2.571246147155761719e+00,-3.509351491928100586e+00
5.752633094787597656e+00,2.189573526382446289e+00,-4.392366409301757812e+00
5.706968784332275391e+00,2.395977497100830078e+00,-3.258702278137207031e+00
5.350323200225830078e+00,2.009320735931396484e+00,-3.980783462524414062e+00
5.693189144134521484e+00,2.443843364715576172e+00,-3.254527568817138672e+00
5.517180442810058594e+00,2.125689744949340820e+00,-4.217964649200439453e+00
5.848669528961181641e+00,2.500109910964965820e+00,-3.447173595428466797e+00
-5.520456314086914062e+00,-7.385254383087158203e+00,6.109279155731201172e+00
-5.605871677398681641e+00,-7.374847412109375000e+00,6.145809173583984375e+00
-4.868478298187255859e+00,-6.644649505615234375e+00,5.498117446899414062e+00
-4.944828987121582031e+00,-6.604558467864990234e+00,5.421542644500732422e+00
-4.892183303833007812e+00,-6.656488895416259766e+00,5.487837314605712891e+00
5.640582084655761719e+00,2.181866407394409180e+00,-3.788298368453979492e+00
5.730147361755371094e+00,2.244631290435791016e+00,-3.594925642013549805e+00
6.091256141662597656e+00,2.421376705169677734e+00,-4.377725601196289062e+00
6.325687885284423828e+00,2.657083511352539062e+00,-3.803309679031372070e+00
6.135345935821533203e+00,2.453670263290405273e+00,-4.410841941833496094e+00
