NMI,ARI,ACC,HOM,COM,PUR
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.9628505,0.9723242,0.9916667,0.9619358,0.963767,0.9916667
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.84145045,0.8307814,0.8333333,0.96583563,0.74544793,0.8333333
1.0,1.0,1.0,1.0,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.73079646,0.64892644,0.7416667,0.5966144,0.9428486,0.9916667
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.7016281,0.63248044,0.73333335,0.5735756,0.90329045,0.98333335
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.9190838,0.93396866,0.9583333,0.96583563,0.87664896,0.9583333
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.72459304,0.6334893,0.7416667,0.58966434,0.93959355,0.9916667
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.73079646,0.64892644,0.7416667,0.5966144,0.9428486,0.9916667
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.7016281,0.63248044,0.73333335,0.5735756,0.90329045,0.98333335
1.0,1.0,1.0,1.0,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.67751825,0.61661226,0.725,0.5545244,0.870623,0.975
1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0
0.73079646,0.64892644,0.7416667,0.5966144,0.9428486,0.9916667
0.73079646,0.64892644,0.7416667,0.5966144,0.9428486,0.9916667
0.73079646,0.64892644,0.7416667,0.5966144,0.9428486,0.9916667
1.0,1.0,1.0,1.0,1.0,1.0
0.73079646,0.64892644,0.7416667,0.5966144,0.9428486,0.9916667
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.7016281,0.63248044,0.73333335,0.5735756,0.90329045,0.98333335
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.72459304,0.6334893,0.7416667,0.58966434,0.93959355,0.9916667
0.9628505,0.9723242,0.9916667,0.9619358,0.963767,0.9916667
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
0.77323854,0.66593885,0.75,0.6303088,1.0,1.0
